Date,T,W,SR,DSP,DRH,PanE
"10,187",13.50,245.50,215.60,101.80,64,0.21
"10,287",15,350.80,290.40,101.80,69,0.27
"10,387",14.30,310.70,242.60,101.80,73,0.21
"10,487",13.50,595.40,97.50,101,87,0.16
"10,587",13.90,664.20,234.40,101.40,66,0.40
"10,687",12.80,380.80,216.60,101.90,67,0.24
"10,787",13.30,404.50,246,101.80,69,0.28
"10,887",12,302.90,303.60,102.30,61,0.28
"10,987",12.50,334.80,269.10,102.30,47,0.36
"11,087",11.70,245.10,321.40,102,46,0.34
"11,187",13.70,251.50,320.10,101.80,37,0.40
"11,287",14.30,266.50,319.30,101.70,36,0.46
"11,387",13.10,258.70,236.20,101.60,68,0.21
"11,487",13.60,303.80,169.60,101.30,75,0.17
"11,587",12.10,546.60,225.10,100.70,56,0.42
"11,687",7.60,429.60,331.10,101.20,32,0.50
"11,787",8.50,307,325,102,33,0.40
"11,887",10.80,348,314.40,102.30,53,0.35
"11,987",11.80,348,297.70,101.50,62,0.30
"12,087",13,486.10,349.60,102.10,20,0.72
"12,187",11.10,307.50,324.10,102.30,34,0.44
"12,287",12.10,346.20,263.60,101.70,50,0.33
"12,387",13.20,247.40,239.60,101.40,72,0.18
"12,487",13.10,305.20,328.60,101.90,72,0.23
"12,587",14.30,251.50,354.10,102.10,66,0.28
"12,687",16.50,278.80,349.50,101.90,43,0.42
"12,787",15.70,254.20,177.70,101.60,57,0.28
"12,887",15.50,362.20,304.40,101.70,77,0.28
"12,987",13.80,291.50,325.30,101.70,71,0.26
"13,087",13.60,376.70,257.80,101.40,67,0.28
"13,187",13.60,292.50,362.30,101.70,70,0.30
"20,187",14.30,262.80,359.70,101.60,60,0.32
"20,287",13.50,290.20,329.70,101.30,67,0.27
"20,387",13.80,306.10,227.90,101.30,77,0.18
"20,487",14.70,384.50,384.60,101.60,75,0.32
"20,587",17,285.20,375.60,101.90,38,0.51
"20,687",19.60,454.60,382.90,101.80,25,0.85
"20,787",21.10,415,217.50,101.60,20,0.81
"20,887",18,256,259.50,101.40,35,0.49
"20,987",16,291.10,211.20,101.40,70,0.25
"21,087",16.60,272.40,268.40,101.50,81,0.19
"21,187",16.30,358.10,293.20,101.90,80,0.24
"21,287",15.90,448.70,263.30,102.10,78,0.26
"21,387",15.70,406.30,209.20,102,76,0.21
"21,487",16.10,329.40,381.50,101.70,74,0.30
"21,587",13.70,279.20,167.70,101.40,84,0.14
"21,687",14.30,442.80,424.40,101.60,55,0.50
"21,787",13.70,231.40,409.90,101.70,52,0.36
"21,887",13.40,317.10,393.10,101.30,59,0.40
"21,987",13.70,378.10,418.70,101.40,36,0.53
"22,087",13.70,378.60,421.60,101.70,29,0.58
"22,187",13.20,353,467,101.70,41,0.52
"22,287",11.70,347.60,314.70,101.20,72,0.27
"22,387",11.20,579.90,207.90,100.50,68,0.31
"22,487",9.90,562.60,223.60,100.50,71,0.27
"22,587",9.90,495.20,346.30,100.70,68,0.30
"22,687",11.10,439.10,370.90,101.20,58,0.38
"22,787",12.10,291.50,460.30,101.90,61,0.39
"22,887",12.30,328,413.10,101.90,61,0.35
"30,187",12.60,316.10,440.90,101.60,73,0.32
"30,287",13.60,315.20,417.20,101.80,63,0.35
"30,387",15.50,214.60,461,101.90,53,0.40
"30,487",19.40,270.10,344.50,101.60,30,0.59
"30,587",17.70,451.40,214.40,101.50,52,0.48
"30,687",15.10,248.30,138.60,101.50,89,0.11
"30,787",14.70,374,259,101.60,86,0.18
"30,887",14.80,349.40,358.60,101.60,77,0.28
"30,987",14.80,305.70,253.50,101.70,75,0.22
"31,087",14.20,343,350.40,101.90,75,0.27
"31,187",15.70,436.40,494.40,102.10,70,0.46
"31,287",15.10,435,269.50,101.90,80,0.28
"31,387",15.40,395,461,101.90,67,0.43
"31,487",14.90,495.20,404,101.40,69,0.43
"31,587",13.50,952.10,413.80,101,57,0.65
"31,687",14.10,349.90,496.60,101.20,59,0.47
"31,787",14,273.30,547.80,101.50,62,0.44
"31,887",14,345.30,336.70,101.20,74,0.28
"31,987",14,687,466.90,101.20,56,0.62
"32,087",13.20,411.40,520.60,101.50,60,0.52
"32,187",12.80,629.10,333.70,101.30,65,0.46
"32,287",12.70,637.30,456.10,101.50,54,0.60
"32,387",12.70,384.90,469.50,101.60,65,0.41
"32,487",13.80,407.30,501.10,101.10,61,0.49
"32,587",14.70,236.90,587.70,101.30,55,0.54
"32,687",15.40,237.30,589,101.80,57,0.52
"32,787",14.60,347.60,513.80,101.60,71,0.43
"32,887",15.20,313,572.10,101.40,65,0.49
"32,987",17.40,314.80,559.60,101.60,34,0.70
"33,087",18.10,331.60,560.70,101.80,18,0.89
"33,187",17.70,264.20,601.20,101.30,20,0.79
"40,187",16.90,375.80,585.40,101.60,44,0.72
"40,287",14.90,395.90,444.70,101.60,70,0.43
"40,387",14.30,616.80,441.60,101.20,65,0.45
"40,487",13.90,372.20,552,101.40,69,0.46
"40,587",14.80,335.70,572.20,101.70,68,0.48
"40,687",15.90,378.60,598.40,101.50,70,0.54
"40,787",18,332.50,575,101.40,59,0.61
"40,887",19.70,289.30,629.90,101.40,49,0.77
"40,987",19.70,305.70,627.30,101.50,34,0.78
"41,087",16.30,356.70,609.70,101.50,74,0.50
"41,187",15.50,435,289.80,101.10,73,0.33
"41,287",16,436,542.10,101.20,65,0.55
"41,387",17.70,307.90,614.50,101.50,68,0.56
"41,487",20,407.30,607.20,101.40,43,0.78
"41,587",18.70,355.30,580.90,101.40,61,0.60
"41,687",16.50,340.30,554.90,101.40,78,0.43
"41,787",15.20,319.30,294.70,101.20,75,0.27
"41,887",15.50,474.20,407,101.10,67,0.46
"41,987",16.50,405.90,636.10,101.40,59,0.68
"42,087",19.10,364,682.20,101.60,40,0.88
"42,187",22.50,362.20,669.40,101.40,21,1.14
"42,287",21.80,366.70,656.80,101.20,27,1.03
"42,387",18.10,362.20,605.70,101.50,69,0.58
"42,487",17.50,322.50,631.90,101.40,67,0.58
"42,587",16.50,354,455.60,101.50,73,0.41
"42,687",16.40,307,313.60,101.70,76,0.30
"42,787",16.20,377.60,307.60,101.50,83,0.26
"42,887",16.50,287.40,309.70,101.50,81,0.25
"42,987",16.50,362.60,274.40,101.40,77,0.28
"43,087",17.50,433.70,577.70,101.60,64,0.62
"50,187",17.10,463.30,542.60,101.60,65,0.58
"50,287",17,a,627.60,101.40,66,0.62
"50,387",18.60,403.60,695.60,101.30,60,0.74
"50,487",20.40,345.80,707.90,101.20,56,0.78
"50,587",19,390.40,684.90,101.20,77,0.62
"50,687",18.40,367.60,559.20,101.20,74,0.51
"50,787",17.60,354.90,323,101.20,80,0.29
"50,887",18.20,371.30,442,101.20,77,0.40
"50,987",18.10,445.50,286.90,101.30,82,0.28
"51,087",17.50,337.10,348.10,101.10,83,0.28
"51,187",18.30,355.30,466.60,101.10,79,0.41
"51,287",18.90,401.30,442.80,101,79,0.40
"51,387",17.60,361.20,308.10,101.20,84,0.25
"51,487",17.50,326.60,333.40,101.20,81,0.29
"51,587",17.40,386.80,251,101.40,84,0.23
"51,687",18.40,376.70,477.60,101.30,73,0.47
"51,787",18.60,470.10,402.60,101.10,73,0.46
"51,887",17.40,420.50,533.10,101.30,62,0.61
"51,987",16.80,432.30,413.80,101.30,60,0.53
"52,087",17.20,469.20,476.80,101.30,53,0.63
"52,187",17.20,438.20,611.50,101.60,60,0.68
"52,287",17.30,463.70,650.70,101.60,66,0.69
"52,387",17.50,528,539.30,101.60,62,0.66
"52,487",17,495.60,341.20,101.50,66,0.48
"52,587",16.20,720.70,313.20,101.20,58,0.60
"52,687",16,586.70,361.40,101.40,62,0.53
"52,787",16.60,453.70,608.30,101.40,62,0.66
"52,887",16.80,380.80,336.10,101.50,68,0.38
"52,987",17.20,368.10,375.90,101.40,69,0.41
"53,087",17.60,374.90,610.50,101.30,70,0.58
"53,187",18.10,317.50,696.60,101.20,73,0.63
"60,187",18.80,389.50,669.10,101.20,72,0.64
"60,287",18.20,342.10,700.40,101.40,72,0.64
"60,387",18.40,449.20,629.70,101.40,77,0.59
"60,487",18.70,412.30,528,101.30,75,0.49
"60,587",19,409.10,511.40,101.10,77,0.48
"60,687",18.10,506.60,361.80,101.30,79,0.38
"60,787",18.40,387.20,336.80,101.30,76,0.36
"60,887",18.20,425.90,345.60,101.30,79,0.36
"60,987",17.50,333.90,334.40,101.10,83,0.28
"61,087",17,332.50,328.40,101.10,81,0.28
"61,187",16.80,346.70,336.70,101.20,79,0.30
"61,287",17.60,369,337.20,101.60,79,0.32
"61,387",180,483.30,597.30,101.70,74,0.59
"61,487",18,481.10,562.90,101.50,68,0.60
"61,587",18.60,502.90,717.80,101.50,66,0.79
"61,687",18.60,535.30,717.50,101.40,71,0.76
"61,787",18.40,379.90,693.60,101.40,70,0.69
"61,887",18,384.90,692.80,101.60,68,0.69
"61,987",18.20,377.60,659.90,101.40,67,0.66
"62,087",17.70,401.80,580.70,101.30,68,0.60
"62,187",18,394.50,531.60,101.10,70,0.54
"62,287",18.40,405.90,655.50,101,72,0.65
"62,387",17.30,396.30,327.10,101.20,81,0.30
"62,487",18.40,345.80,578.40,101.40,75,0.52
"62,587",18.20,367.20,611.30,101.30,75,0.56
"62,687",18,401.30,328.80,101.50,77,0.33
"62,787",18.80,488.30,630.40,101.50,74,0.64
"62,887",18.60,426.40,653.90,101.40,68,0.68
"62,987",18.90,449.20,667.60,101.30,63,0.76
"63,087",18.60,440.50,581.70,101.40,63,0.67
"70,187",19,467.80,574.60,101.50,67,0.64
"70,287",18.80,472.40,639.20,101.40,70,0.68
"70,387",18.30,397.70,617,101.20,72,0.60
"70,487",18,396.30,634.70,101.20,69,0.63
"70,587",17.80,373.50,601.20,101.30,71,0.58
"70,687",18.20,381.30,583.40,101.30,69,0.58
"70,787",17.80,403.20,467,101.20,75,0.46
"70,887",17.90,486.50,340.90,101,77,0.37
"70,987",18.50,465.60,478.90,101,74,0.50
"71,087",18.40,390.90,444.30,101.20,73,0.45
"71,187",19.40,392.70,660.60,101.30,64,0.72
"71,287",19.90,532.50,663.80,101.40,68,0.76
"71,387",19.50,492.90,654.40,101.30,75,0.66
"71,487",18.90,438.20,472,101.10,78,0.46
"71,587",18.50,359,318.10,101.10,80,0.30
"71,687",18,467.80,329,101.10,78,0.35
"71,787",17.80,401.80,263,101.30,84,0.25
"71,887",19.20,354.40,670.20,101.40,63,0.71
"71,987",19.30,369,710.40,101.20,68,0.71
"72,087",19.10,424.10,303.40,101.20,74,0.36
"72,187",18.80,512,649.60,101.50,64,0.74
"72,287",19.30,441,676,101.50,66,0.73
"72,387",19.30,468.30,659.60,101.20,71,0.69
"72,487",19.10,444.60,539.60,101.10,71,0.56
"72,587",18.90,332.10,623.30,101,73,0.57
"72,687",19.20,320.20,595.50,100.90,75,0.53
"72,787",18.70,340.70,456,101,79,0.40
"72,887",19.60,370.40,618.90,101,73,0.60
"72,987",20.30,379,619.30,100.90,73,0.62
"73,087",20.80,364,650.60,100.80,70,0.66
"73,187",21.40,350.30,693.20,101,70,0.71
"80,187",22.20,375.40,572.20,101,69,0.61
"80,287",23,356.70,569.60,100.90,71,0.61
"80,387",22.50,357.10,618.50,101,72,0.65
"80,487",21.80,347.60,667.10,101,71,0.69
"80,587",20.40,371.30,555.60,101,76,0.54
"80,687",21.20,333.90,468.10,101,72,0.49
"80,787",21.10,361.20,595.80,101.10,73,0.61
"80,887",21.50,371.30,610.70,101.20,72,0.65
"80,987",21.60,425.50,611.80,101.20,72,0.67
"81,087",21.30,343.50,601.80,101.20,71,0.63
"81,187",21.40,375.80,646.90,101.30,71,0.70
"81,287",21.30,470.60,606.70,101.30,71,0.68
"81,387",19.30,416.80,284.80,101.20,82,0.30
"81,487",18.10,384.90,292.70,101.10,75,0.33
"81,587",19.70,432.30,529.50,101.40,64,0.64
"81,687",20.20,436,593.70,101.50,67,0.67
"81,787",19.60,459.60,338.30,101.60,74,0.43
"81,887",19.70,535.70,473.90,101.50,73,0.55
"81,987",20,434.10,597.60,101.40,71,0.63
"82,087",20.20,345.30,613.40,101.40,70,0.61
"82,187",20.30,388.10,637.90,101.50,69,0.66
"82,287",20.20,477,604.20,101.60,63,0.71
"82,387",19.50,423.20,628.60,101.60,69,0.65
"82,487",19.30,374,628.20,101.50,65,0.68
"82,587",19.20,368.10,609,101.50,61,0.68
"82,687",19.30,362.20,496.80,101.60,68,0.53
"82,787",19.60,405,484.70,101.50,76,0.48
"82,887",19.30,309.80,454.90,101.40,79,0.39
"82,987",19.80,313,414.10,101.50,76,0.39
"83,087",20.40,444.60,552.50,101.60,76,0.55
"83,187",21.40,504.70,519.20,101.50,74,0.59
"90,187",22.70,430,490.20,101.20,67,0.63
"90,287",21.90,333,571.70,101.10,77,0.55
"90,387",20.10,378.10,262.90,101.30,84,0.26
"90,487",21.30,333.90,576.40,101.20,70,0.60
"90,587",20.60,354.40,579.10,101.30,73,0.57
"90,687",20,395.90,600.40,101.30,73,0.58
"90,787",21,304.30,598.50,101.20,64,0.62
"90,887",22.90,292.90,580.50,101.20,56,0.70
"90,987",21.90,395.90,505.20,101.40,69,0.58
"91,087",21,320.70,424.80,101.30,74,0.43
"91,187",20,408.60,517,101,71,0.56
"91,287",19.20,575.30,258,101.10,68,0.45
"91,387",19.10,441.90,526.70,101.40,63,0.61
"91,487",19.50,373.50,585.40,101.60,69,0.59
"91,587",19.80,320.20,555,101.40,74,0.51
"91,687",19.70,343.90,467,101.10,71,0.47
"91,787",19.70,366.30,560.20,101.30,69,0.56
"91,887",20,441.90,552.80,101.40,72,0.56
"91,987",20.20,419.10,508.20,101.30,74,0.50
"92,087",20,390.90,473,101.20,78,0.44
"92,187",20.50,331.20,433.20,101.10,75,0.42
"92,287",20.60,385.40,256,101.40,87,0.24
"92,387",20.80,370.40,295,101.60,84,0.27
"92,487",20.30,328.40,322.20,101.50,81,0.30
"92,587",19.30,347.60,375.60,101.40,80,0.34
"92,687",19.10,301.10,351,101.20,74,0.36
"92,787",19.40,329.40,464.70,101.30,73,0.46
"92,887",19.90,381.70,518.60,101.40,77,0.48
"92,987",21.20,408.60,506.90,101.40,76,0.51
"93,087",22,379,433,101.20,77,0.45
"100,187",22.40,385.80,502.10,101,69,0.53
"100,287",21.40,348.90,477.40,101.30,81,0.42
"100,387",25.80,330.30,502.80,101.30,47,0.73
"100,487",26.40,262.80,480.10,101.30,36,0.74
"100,587",20.70,283.80,471.50,101.30,80,0.40
"100,687",19.40,338.90,391.30,101.30,79,0.33
"100,787",20.50,440.50,421.30,101.40,76,0.44
"100,887",19.40,357.10,409.70,101.30,71,0.44
"100,987",19.20,383.60,429.10,101.40,66,0.48
"101,087",18.90,372.20,419.20,101.50,73,0.40
"101,187",20.10,298.40,162.30,101.70,83,0.18
"101,287",20,392.20,214.10,101.40,88,0.20
"101,387",19.10,297,365.30,101.30,71,0.35
"101,487",19.50,381.70,290.40,101.30,74,0.34
"101,587",19.60,353,296.90,101.30,71,0.34
"101,687",19.20,360.30,313.30,101.60,74,0.33
"101,787",19.40,409.10,342.60,101.70,75,0.38
"101,887",18.20,345.30,163.60,101.70,90,0.18
"101,987",19.60,437.30,388.50,101.40,67,0.46
"102,087",18.70,324.80,325.60,101.50,71,0.34
"102,187",19.70,239.60,302,101.50,70,0.30
"102,287",19.80,446.90,184.70,101.30,87,0.21
"102,387",19.30,385.40,340.70,101.40,82,0.29
"102,487",19.60,270.60,235.70,101.70,77,0.25
"102,587",20.60,328.40,246.40,101.90,64,0.36
"102,687",22.30,246.90,310.30,101.50,53,0.44
"102,787",21.80,332.50,275.20,101.40,67,0.41
"102,887",20.60,366.30,269.80,101.60,73,0.30
"102,987",19.20,378.60,325.20,101.60,78,0.32
"103,087",18.30,252.40,305.50,101.40,72,0.28
"103,187",18.30,401.30,108.10,100.60,91,0.13
"110,187",18.70,524.80,273.80,101.20,79,0.30
"110,287",17.30,461.50,197.30,101.60,66,0.36
"110,387",16.30,344.40,391.10,101.40,60,0.43
"110,487",16.20,343,230.30,101.20,70,0.25
"110,587",15.80,392.70,214.70,101.40,76,0.22
"110,687",16.70,326.60,309.90,101.90,74,0.28
"110,787",16.20,295.20,321,101.90,73,0.27
"110,887",16.80,371.30,363.70,101.90,80,0.28
"110,987",18,329.80,342,101.80,75,0.30
"111,087",19.50,227.80,360.30,101.80,44,0.47
"111,187",19.60,225.50,375.80,101.90,35,0.54
"111,287",18.30,216.40,362.80,101.70,51,0.39
"111,387",17,306.10,233.40,101.40,76,0.24
"111,487",17,449.20,314.40,101.30,69,0.36
"111,587",15.60,311.10,360.30,101.70,62,0.36
"111,687",15.30,277.90,305,101.70,65,0.29
"111,787",16.30,259.20,240.70,101.60,62,0.27
"111,887",18.10,346.70,350.70,101.90,58,0.39
"111,987",19,281.10,334.90,102.10,33,0.59
"112,087",17.40,256.50,330.30,101.80,30,0.49
"112,187",16.30,325.70,296.70,101.50,67,0.32
"112,287",15.30,267.40,330.10,101.30,70,0.27
"112,387",15.70,277.40,323.30,101.40,72,0.27
"112,487",15.60,260.60,338.10,101.80,59,0.31
"112,587",15.20,322.10,245.80,101.30,65,0.30
"112,687",14.20,255.60,320.60,101.70,36,0.41
"112,787",13.70,249.60,337.50,101.50,38,0.41
"112,887",14,291.10,283.90,101.10,57,0.34
"112,987",15.10,364,290.80,101.60,63,0.35
"113,087",13.40,292.50,240.80,101.90,65,0.23
"120,187",14.20,288.80,298.70,101.80,68,0.26
"120,287",15,340.30,300,101.80,72,0.25
"120,387",14.70,263.80,264.50,101.80,76,0.18
"120,487",15.50,539.80,127,101.70,83,0.19
"120,587",15.30,238.70,184.40,101.80,73,0.17
"120,687",14.60,256.50,271,102.10,72,0.23
"120,787",15.60,392.20,249.70,102,75,0.27
"120,887",14,270.60,268.20,102,69,0.23
"120,987",15.10,348,269.30,102,69,0.27
"121,087",16,200,284.20,101.80,61,0.25
"121,187",14.50,251,290.30,101.30,76,0.19
"121,287",14.20,430,200.10,100.80,79,0.23
"121,387",10.20,711.60,309.10,101.10,16,0.78
"121,487",8.10,213.60,197.20,102.20,26,0.33
"121,587",9.30,243.70,127.40,101.80,30,0.33
"121,687",11.10,605.90,78.40,100.60,59,0.40
"121,787",13.30,470.60,125.80,100.20,74,0.25
"121,887",12.30,277.90,302.40,101.10,60,0.27
"121,987",12.10,406.30,105.60,101.30,83,0.15
"122,087",12.20,282.40,293.20,102.10,64,0.24
"122,187",12.10,285.20,286.20,102.10,57,0.27
"122,287",12.80,387.20,275.10,101.60,69,0.27
"122,387",12.10,582.20,307.10,101.50,44,0.57
"122,487",7.70,378.10,291.70,101.40,37,0.40
"122,587",7.20,302.90,315.20,101.70,24,0.41
"122,687",8.60,267.90,281.70,102.50,38,0.35
"122,787",8.90,251.90,231.50,102.40,50,0.24
"122,887",9.80,197.70,168.60,102.10,49,0.22
"122,987",10.10,317.50,175.20,102,66,0.22
"123,087",10.40,327.50,228.40,102.30,60,0.26
"123,187",10.70,248.70,244.30,102.20,47,0.28
"10,188",10.90,250.10,263.50,102.20,30,0.37
"10,288",11.70,194.50,205.90,102.10,28,0.35
"10,388",13.10,169,136.80,102,46,0.26
"10,488",14.50,178.10,238.90,101.90,46,0.29
"10,588",13.40,415.90,128.70,101.70,82,0.18
"10,688",13,291.10,286.50,101.90,72,0.22
"10,788",11.30,281.50,218.80,102,78,0.14
"10,888",12.20,263.80,279.80,102.10,70,0.21
"10,988",12.60,275.10,309.10,102.10,73,0.21
"11,088",15.40,249.20,270.20,101.90,47,0.33
"11,188",13.90,262.80,237,101.60,80,0.20
"11,288",13.10,306.60,313.20,101.80,64,0.33
"11,388",13.20,280.20,295.20,102.20,45,0.37
"11,488",14.70,185.40,332.70,102.10,33,0.42
"11,588",13.90,253.70,166.50,101.60,61,0.24
"11,688",13.10,307.50,218.40,101.60,71,0.23
"11,788",12.80,"1,089.70",101.10,100.20,80,0.36
"11,888",12.90,776.70,293.60,101.10,56,0.56
"11,988",11.40,329.40,344,101.80,51,0.40
"12,088",10.50,245.50,346.50,102.70,37,0.36
"12,188",11.20,238.70,316.40,102.10,51,0.31
"12,288",14.90,547.10,336.40,102.50,21,0.83
"12,388",12.60,245.50,354.30,102.10,33,0.42
"12,488",14.60,272,355.50,102,46,0.41
"12,588",15.70,215.50,323.70,102,38,0.43
"12,688",16.20,281.50,281.30,101.80,32,0.47
"12,788",15.80,238.70,230.80,101.70,36,0.37
"12,888",16.50,230,315.60,101.70,34,0.43
"12,988",14.10,295.60,303.90,101.80,73,0.28
"13,088",13.50,279.20,281.70,101.70,69,0.25
"13,188",13.20,302,238.60,101.50,67,0.26
"20,188",13.60,414.10,289.50,101.40,67,0.32
"20,288",11.80,408.60,93.90,101.10,93,0.08
"20,388",13.30,266,253.70,101.90,74,0.21
"20,488",13.60,219.60,347.70,101.90,53,0.31
"20,588",14,254.20,368.90,102.10,32,0.47
"20,688",15.90,295.20,404.40,101.90,33,0.60
"20,788",14.70,206.80,400.90,102,30,0.49
"20,888",14.60,220.90,403.60,101.90,42,0.43
"20,988",16,283.30,384.30,101.80,47,0.44
"21,088",18.50,348,409,101.50,37,0.60
"21,188",20.50,270.10,429.50,101.60,23,0.73
"21,288",18.70,258.70,418.60,101.60,22,0.67
"21,388",16.20,211.40,423,101.50,42,0.46
"21,488",16.40,284.70,414.70,101.60,43,0.45
"21,588",15.40,263.30,411.60,101.40,48,0.40
"21,688",12.80,281.10,415.40,101.20,78,0.26
"21,788",15.10,524.30,447.50,101.80,20,0.76
"21,888",13.30,427.80,368.70,101.30,63,0.44
"21,988",15,370.40,429.10,101.80,26,0.62
"22,088",15.30,306.10,430.10,102.10,29,0.61
"22,188",15.50,301.60,394.90,101.80,39,0.49
"22,288",13.80,280.20,368.50,101.40,75,0.27
"22,388",13.80,366.70,384.50,101.60,73,0.32
"22,488",14.20,390.90,400.40,101.80,76,0.30
"22,588",16,353.50,369.90,101.50,63,0.39
"22,688",16.60,354.90,282.90,101.40,70,0.32
"22,788",17.90,544.40,292.10,101.70,68,0.39
"22,888",16.50,379.90,319,101.90,85,0.23
"22,988",15.90,539.80,289.20,101.90,76,0.29
"30,188",14.40,424.10,272.60,101.70,81,0.21
"30,288",13.70,376.30,466.70,101.40,70,0.37
"30,388",14.10,355.30,405.90,101.70,77,0.29
"30,488",14.70,395.90,337.50,101.90,74,0.30
"30,588",15.30,345.30,363.90,102,77,0.30
"30,688",14.50,342.10,332.20,101.70,77,0.28
"30,788",15.20,372.20,430.90,101.60,66,0.42
"30,888",15.40,425.50,519.20,102.10,69,0.43
"30,988",13.90,339.40,359.80,102.10,81,0.24
"31,088",14.20,414.10,515.90,101.40,48,0.56
"31,188",14,446.90,516.90,101.40,47,0.61
"31,288",14.60,365.80,535,101.80,27,0.71
"31,388",15.20,383.60,525.50,101.90,25,0.78
"31,488",15.20,292.50,516.60,101.40,30,0.60
"31,588",14.10,399.50,389.90,101.40,57,0.44
"31,688",14.70,453.70,435.30,101.80,60,0.48
"31,788",15.20,362.20,543.80,102.20,60,0.54
"31,888",16.50,281.50,571.10,102.20,42,0.65
"31,988",19.60,308.90,571.20,101.70,24,0.87
"32,088",19.40,175.80,510,101.60,21,0.69
"32,188",16.50,270.10,529.20,101.70,55,0.53
"32,288",15.70,351.70,506.50,101.80,70,0.42
"32,388",16.20,319.30,560,101.70,72,0.46
"32,488",18.80,375.80,584.90,101.30,56,0.64
"32,588",23.70,326.60,560.10,101.40,22,0.97
"32,688",24,284.70,588,101.10,26,0.96
"32,788",18.50,431.40,538.90,100.90,71,0.57
"32,888",17.80,436.90,574.20,101.30,72,0.54
"32,988",18.60,315.20,584.30,101.50,32,0.80
"33,088",15.80,355.80,476.20,101,66,0.51
"33,188",17.40,404.10,561.50,101.20,38,0.71
"40,188",18.20,326.60,587.30,101.60,26,0.81
"40,288",17.10,307.50,613.60,101.50,40,0.70
"40,388",16.60,271,618.80,101.30,54,0.62
"40,488",16,378.10,553.70,101.40,68,0.52
"40,588",17.70,315.20,591.30,101.60,68,0.53
"40,688",19.40,388.10,609.50,101.40,62,0.67
"40,788",18,299.70,527.70,101.20,72,0.47
"40,888",17.10,342.10,589.40,101.20,75,0.49
"40,988",17.70,338.90,545.60,101.40,78,0.45
"41,088",19.60,343,529.90,101.40,59,0.55
"41,188",18.60,410.40,537.40,101.20,68,0.52
"41,288",18.40,395,485.70,101.20,71,0.45
"41,388",17.60,408.60,416.90,101.20,74,0.40
"41,488",15.30,543.90,285,101.20,74,0.32
"41,588",13.70,500.60,372.40,101.20,64,0.42
"41,688",15.80,404.50,526.10,101.60,66,0.51
"41,788",15.60,480.60,293.60,101.90,75,0.35
"41,888",15.80,431.90,411.60,101.80,78,0.37
"41,988",16.90,470.60,546.80,101.40,70,0.53
"42,088",14.20,492.40,245.20,101,88,0.19
"42,188",14.20,524.30,326.60,100.50,74,0.32
"42,288",15.20,400.40,520.30,101.40,69,0.47
"42,388",14.90,472.90,392.60,101.70,69,0.44
"42,488",15.20,407.30,637.60,102,61,0.60
"42,588",16.40,390.90,682.50,101.50,70,0.60
"42,688",16.30,423.70,627.40,101.20,77,0.52
"42,788",16.10,389.50,382.10,101.20,71,0.39
"42,888",16.80,411.80,454.90,101.60,59,0.54
"42,988",16.80,335.70,689.60,101.80,65,0.65
"43,088",16.60,638.70,558,101.60,67,0.65
"50,188",15.90,669.60,652.30,101.80,44,0.98
"50,288",17.70,436.40,714.70,101.80,36,0.97
"50,388",17.70,287.90,715.20,101.30,50,0.76
"50,488",16.10,410.90,613.20,101.30,72,0.56
"50,588",14.50,596.80,562,101.80,55,0.69
"50,688",14.50,573.10,638.90,102.10,56,0.73
"50,788",14.90,462.80,537.90,101.90,68,0.52
"50,888",15.50,509.80,660.60,101.90,66,0.64
"50,988",16.80,428.20,703.60,101.70,63,0.71
"51,088",20,384.50,717.10,101.70,57,0.84
"51,188",20.20,339.40,690.20,101.50,64,0.72
"51,288",19.90,328.40,711,101.40,65,0.71
"51,388",17.80,347.10,704.10,101.40,78,0.60
"51,488",15.80,364.40,531.60,101.20,84,0.36
"51,588",16.20,344.40,473.20,101.40,84,0.33
"51,688",17.40,361.20,488,101.40,75,0.45
"51,788",16.50,432.80,298.60,101.10,77,0.32
"51,888",17.50,376.30,595.10,101,67,0.58
"51,988",18.90,370.80,701.20,101,68,0.69
"52,088",19.30,425,679.70,101.20,73,0.66
"52,188",18.80,355.30,642.50,101.30,75,0.57
"52,288",19.20,345.30,525.60,101.10,77,0.46
"52,388",17.40,385.40,514.40,101.10,80,0.43
"52,488",17.10,397.20,546.90,101.30,71,0.52
"52,588",17.60,316.10,479.20,101.50,75,0.43
"52,688",18.10,400.90,681.60,101.50,70,0.68
"52,788",17.60,375.40,620.30,101.30,66,0.64
"52,888",17.80,484.20,479.80,101.20,73,0.51
"52,988",16.30,838.20,500.10,100.90,58,0.75
"53,088",16.70,399.50,665.70,101.20,63,0.68
"53,188",17.80,384,688.60,101.50,55,0.74
"60,188",18.80,373.50,666.10,101.50,59,0.71
"60,288",19.30,379.90,696.80,101.30,68,0.68
"60,388",20,315.20,700.50,101.20,67,0.69
"60,488",17.90,439.60,538.70,101.20,73,0.54
"60,588",16.20,477.40,534,101.30,61,0.61
"60,688",15.90,500.20,632.20,101.70,57,0.71
"60,788",16.20,536.20,726.40,101.80,61,0.79
"60,888",17,425,681.60,101.60,59,0.72
"60,988",17.20,366.70,743.20,101.40,68,0.69
"61,088",17.30,379,704.80,101.50,72,0.64
"61,188",16.70,426.40,607.70,101.60,68,0.59
"61,288",16.70,392.20,559.10,101.30,69,0.55
"61,388",16.80,379,599.50,101.20,76,0.52
"61,488",17.10,375.80,350,101.40,81,0.30
"61,588",17.20,378.10,320.90,101.50,82,0.27
